Nome,Código QR / Valor do Código de Barras,Quantidade,O Aviso Crítico de Nível de Quantidade Está Ativado?,Nível de Quantidade Crítica,Descrição,Campo Adicional,É Favorito?,Contagem de Uso,Criar Data,Data de Actualização,Grupos Relacionados,Tags Relacionadas
MESA DIRETOR PONTOCOM - 5 -16,1290003423,1,Falso,0,MESA DIRETOR -  TAMPO EM AGLOMERADO -  ACABAMENTO NAS DUAS FACES EM LAMINADO MELAMINICO MADEIRADO EM BAIXA PRESSAO -  PAINEL FRONTAL EM CHAPA DE ACO PERFURADO -  MEDINDO: 1400X800X740MM,[Cod2Aud:2580],Falso,1,18.08.2023 19:06,28.08.2025 18:18,[6 andar],[Expedicao]
CADEIRA GIRATORIA ENERGY COURO ECO - 5-14,1290003706,1,Falso,0,CADEIRA GIRATORIA -  ESPALDAR ALTO MODELO ENERGY EM COURO ECOLOGICO PRETO COM BRACO REGULAVEL (ENERGY ALTO 404I).,[Cod2Aud:3149],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Principal]
NOBREAK INTELBRAS XNB 1800 VA 120 - 1/6,1290005501,0,Falso,0,NOBREAK INTELBRAS  XNB 1800 VA - POTENCIA 1800VA - 6 TOMADAS DE SAÍDA - VOLTAGEM 120 - FUSÍVEL DE REDE 10A -  2 BATERIAS INTERNAS DO TIPO CHUMBO-ÁCIDO SELADA. PROCESSO SEI 000835/23-02.002,,Falso,1,09.12.2024 17:28,09.12.2024 17:28,[6 andar],[Johnson]
MONITOR 20 POL LG FLATRON E2011 - 9-14,1290004223,1,Falso,0,MONITOR DE LED DE 20' -  COR PRETA -  TELA FORMATO WIDESCREEN PADRAO 16:9 COM BASE PARA COLOCACAO SOBRE UMA MESA -  REGULAGEM DE ALTURA E PERMISSAO PARA GIRO DE 90 GRAUS -  ALIMENTACAO INTERNA 110-220V -  CONEXOES D-SUB E DVI-D PADRAO PLUG & PLAY.,[Cod2Aud:2645 | Obs:000215 -15-02.00],Falso,1,18.08.2023 19:06,04.09.2025 17:43,[6 andar],[Cartorio]
APOIO PES STALO MDF - 12-22,1290004822,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,04.09.2025 18:33,[6 andar],[Cartorio]
DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T (9 -14),1290005230,1,Falso,0,DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T WINDOWS 10 PRO SINGLE LANGUAGE 8 GB 1 DE 8 GB DDR4 MEMORIA SEM ECC BCC SSD DE 256GB PCIE NVME M.2 CLASSE 35 COM MOUSE OPTICO DELL MS 116 TECLADO ALFANUMERICO DE 107 TECLAS PADRAO PTBR E ADAPTADOR DISPLAY PORT PARA DVI,,Falso,1,18.08.2023 19:06,04.09.2025 18:18,[6 andar],[Cartorio]
Sofa 3 Lugares 220 metros Rondomoveis 022 - Veludo Triunfo,1290005577,0,Falso,0,,[Acoplamento: | Acoplamento:],Falso,0,26.08.2025 17:07,26.08.2025 17:07,[6 andar],[Juiz Titular]
MESA DIRETOR PONTOCOM - 4 -16,1290003283,1,Falso,0,MESA DIRETOR TAMPO AGLOMERADO DE 25MM -  ACABAMENTO NAS DUAS FACES EM LAMINADO MELAMINICO MADEIRADO DE BAIXA PRESSAO (PB) -  PAINEL FRONTAL EM CHAPA DE ACO PERFURADO -  MEDINDO: 1400 X 800 X 740MM -  MARCA: PONTOCOM.,[Cod2Aud:3200],Falso,1,18.08.2023 19:06,28.08.2025 18:17,[6 andar],[Cartorio]
MANUAL DE DIREITO PENAL MILITAR - CICERO NEVES,1290004121,1,Falso,0,MANUAL DE DIREITO PENAL MILITAR -  AUTOR: CICERO NEVES -  4? EDICAO -  2014 -  EDITORA: SARJUR.,[Cod2Aud:1394],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
POLTRONA FIXA GIROFLEX PRETA 33-81,1290002860,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  EM TUBO DE ACO -  BASE PREPARADA PRA SER FIXADA NO PISO -  PANEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MONITOR HP 22MP55Y-B - 8 -17,1290004630,1,Falso,0,MONITOR DE VIDEO LCD FULL HD -  TELA DE 21 - 5 POLEGADAS -  DIAGONAL: 54 - 6CM -  ASPECTO DA TELA: 16:9 -  TEMPO DE RESPOSTAS: 8 MS -  RESOLUCAO: 1920 x 1080 (FULL HD) -  BRILHO: 250 CD-M? -  CONTRASTES: 1.000:1 (ESTATICO) E 5.000.000:1 (DIN?MICO) -  ?NGULOS DE VISAO (HxV): 178?x178? -  NUMERO DE CORES: 16 - 7 MILHOES -  CONECTORES: 1 (UM) DVI-D -  1 (UM) DISPLAY PORT -  1 (UM) AC -  1 (UM) VGA (D-SUB) -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: 22MP55Y-B (V225hz) -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
FRAGMENTADORA TILIBRA - 1-6,1290004568,1,Falso,0,FRAGMENTADORA DE PAPEL -  CORTE EM PARTICULAS DE 4 - 8 X 38 - 1 MM -  100 FOLHAS COM CAPACIDADE DE CESTO DE 26 LITROS -  MODELO SWINGLINE -  MARCA TILIBRA.,[Cod2Aud:0000 | Obs:Esta na carga pessoal da Dra. Vera],Falso,2,18.08.2023 19:06,21.08.2023 16:36,[6 andar],[Juiz Titular]
GAVETEIRO 2 GAVETAS 1 PASTA SUSPENSA ARTLINE 4/21,1290003051,1,Falso,0,GAVETEIRO MESA COM RODIZIOS COM 2 GAVETAS E 1 GAVETA DE PASTA SUSPENSA -  EM LAMINADO MELAMINICO BAIXA PRESSAO -  PARTE INTERNA DAS GAVETAS EM ACO -  MEDINDO: 420X600X740MM -  COR MADEIRA -  MARCA: ARTLINE.,[Cod2Aud:3249],Falso,1,18.08.2023 19:06,28.08.2025 18:28,[6 andar],[Cartorio]
ESCRIVANINHA M�RMORE TRAVERTINO 2/2,1290003683,1,Falso,0,ESCRIVANINHA COM PAINEL BAIXO -  ESPECIAL-SPE 45640 -  MESA DE TRABALHO GRANDE COM TAMPOS LATERAIS DE 47MM DE ESPESSURA -  COM SUPERFICIE SUPERIOR EM MARMORE TRAVERTINO EMBUTIDO E PROTEGIDO POR UMA MOLDURA DE 50MM DE ESPESSURA EM TODO O PERIMETRO ENTRE A PEDRA E A MADEIRA -  COM ENCABECAMENTO DO MATERIAL -  ACABAMENTO E ESPESSURAS IGUAIS ?S LATERAIS. PAINEL FRONTAL COM FECHAMENTO ATE 300MM DO PISO E RECUADO DA BORADA FRONTAL PARA ACOMODACAO DAS PERNAS DO INTERLOCUTOR -  SAPATAS NIVELADORAS NOS PES LATERAIS -  MODELO: 5.527-FPB.,[Cod2Aud:3373],Falso,1,18.08.2023 19:06,28.08.2025 18:01,[6 andar],[Juiz Substituto]
PALMEIRA ARTIFICIAL RAPHIS,1290004842,1,Falso,0,PALMEIRA ARTIFICIAL RAPHIS,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
MANUAL ADMINISTRATIVO JOSE CARVALHO 2017,1290004461,1,Falso,0,MANUAL DE DIREITO ADMINISTRATIVO -  ANO 2017 -  31A EDICAO -  AUTOR: JOSEDOS SANTOS CARVALHO FILHO -  EDITORA ATLAS JURIDICO - GRUPO GEN.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
CPM - CPPM - CF - RICARDO VERGUEIRO - 8-10,1290004376,1,Falso,0,CODIGO PENAL MILITAR -  CODIGO DE PROCESSO PENAL MILITAR -  CONSTITUICAO FEDERAL -  2015 -  13? EDICAO.,[Cod2Aud:2665],Falso,1,18.08.2023 19:06,27.08.2025 17:50,[7 andar],[Administracao]
APOIO PES STALO MDF - 14-22,1290004824,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Paula]
GAVETEIRO 2 GAVETAS 1 PASTA SUSPENSA ARTLINE 9/21,1290003041,1,Falso,0,GAVETEIRO MESA COM RODIZIOS COM 2 GAVETAS E 1 GAVETA DE PASTA SUSPENSA -  EM LAMINADO MELAMINICO BAIXA PRESSAO -  PARTE INTERNA DAS GAVETAS EM ACO -  MEDINDO: 420X600X740MM -  COR MADEIRA -  MARCA: ARTLINE.,[Cod2Aud:3253],Falso,1,18.08.2023 19:06,28.08.2025 18:21,[6 andar],[Cartorio]
SOFA 01 LUGAR TUBO CROMADO - 1-4,1290004803,1,Falso,0,SOFA DE 01 LUGAR COM ALMOFADAS REMOVIVEIS E BRACOS FECHADOS -  DIMENSOES: 940 X 720 X 680MM (CXPXA) -  ESTRUTURA EM TUBO REDONDO CROMADO E A PARTE INFERIOR DO ASSENTO COM ACABAMENTO CROMADO EM ACO NAS BORDAS -  REVESTIMENTO INTEGRAL EM COURO ECOLOGICO SIMILICOURO,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,27.08.2025 16:25,[7 andar],[Gabinete dos Ministros]
MONITOR 20 POL LG FLATRON E2011 - 4-14,1290004158,1,Falso,0,MONITOR LED DE 20' -  COR PRETA -  TELA EM FORMATO WIDESCREEN -  PADRAO 16:9 COM BASE PARA COLOCACAO SOBRE UMA MESA -  REGULAGEM DE ALTURA E PERMISSAO PARA GIRO DE 90 GRAUS -  ALIMENTACAO INTERNA 110-220V -  CONEXOES D-SUB E DVI-D -  PADRAO PLUG E PLAY. FLATRON E2011,[Cod2Aud:2617 | OBS:QUEBRADO],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[Mezanino],[Deposito]
POLTRONA GIRATORIA MARROM COM RELAX - 5-20,1290004478,1,Falso,0,POLTRONA GIRATORIA COM RELAX TRAVA APOIA BRACOS E ENCOSTO REGULAVEIS E ESPALDAR DIRETOR -  EM COURO ECOLOGICO MARROM -  MODELO CAVALETTI START. BASE GIRATORIA DESMONTAVEL COM ARANHA DE 5 HASTES,[Cod2Aud:1469],Falso,2,18.08.2023 19:05,04.09.2025 19:35,[6 andar],[Cartorio]
APOIO PES STALO MDF - 9-22,1290004819,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,04.09.2025 18:34,[6 andar],[Cartorio]
ESPELHO CRISTAL MOLDURA DOURADA,1290001805,1,Falso,0,ESPELHO DE CRISTAL -  MOLDURA DOURADA.,[Cod2Aud:3364],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Juiz Substituto]
TV 4K SAMSUNG 55� UN55AU7700GXZD (2-2),1290005443,1,Falso,0,TELEVISOR SMART TV TAMANHO: 55 POLEGADAS TECNOLOGIA: LED ULTRA HD 4K SAMSUNG UN55AU7700GXZD,,Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MEMORIA RAM DE 4GB KINGSTON KVR16N11S8-4 (3-4),1290005106,1,Falso,0,MEMORIA RAM DE 4GB (1X4GB) INTERFACE DDR3 VELOCIDADE 1600MHZ MODELO KVR16N11S8-4 MARCA KINGSTON.  Acoplado ao MICROCOMPUTADOR HP ELITEDESK 800 G1 SFF - 1-3,[Acoplamento:1290004416],Falso,2,18.08.2023 19:06,26.08.2025 17:15,,
CADEIRA FIXA TECNOFLEX - 2-2,1290004103,1,Falso,0,CADEIRA FIXA COM BRACO -  ENCOSTO ESPALDAR MEDIO -  BASE ESTRUTURA CONTINUA TUBO DE ACO -  DOBRADOS FORMATO EM S -  ACABAMENTO EM COURO SINTETICO -  COM BASE SKY -  MARCA TECNOFLEX.,[Cod2Aud:2588],Falso,1,18.08.2023 19:06,27.08.2025 17:23,[7 andar],[Administracao]
RELOGIO PAREDE HERWEG - 1-5,1290003985,1,Falso,0,RELOGIO DE PAREDE NATURAL EM VIDRO -  MARCA: QUARTZ -  MODELO: HERWEG.,[Cod2Aud:3334],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Claudia]
MESA DELTA TAMPO UNICO 11 -16,1290003018,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:3246],Falso,1,18.08.2023 19:06,04.09.2025 17:32,[6 andar],[Cartorio]
SSD Lexar NM620 256GB M.2 19/19,1010053091,0,Falso,0,NÃO ACOPLADO,[Acoplamento: | Acoplamento:],Falso,0,26.08.2025 16:47,26.08.2025 16:47,,
POLTRONA GIRATORIA MARROM COM RELAX - 4-20,1290004477,1,Falso,0,POLTRONA GIRATORIA COM RELAX TRAVA APOIA BRACOS E ENCOSTO REGULAVEIS E ESPALDAR DIRETOR -  EM COURO ECOLOGICO MARROM -  MODELO CAVALETTI START. BASE GIRATORIA DESMONTAVEL COM ARANHA DE 5 HASTES,[Cod2Aud:1458],Falso,1,18.08.2023 19:05,04.09.2025 19:28,[6 andar],[Emanuel]
BANCADA PLENARIO 2/2,1290002721,1,Falso,0,BANCADA PARA PLENARIO -  MEDINDO: 1 - 40 X 0 - 70 X 0 - 80,[Cod2Aud:3131],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Principal]
MESA DELTA TAMPO UNICO 6 -16,1290003013,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:2558],Falso,1,18.08.2023 19:06,04.09.2025 17:37,[6 andar],[Cartorio]
CADEIRA FIXA TECNOFLEX - 1-2,1290004102,1,Falso,0,CADEIRA FIXA COM BRACO -  ENCOSTO ESPALDAR MEDIO -  BASE ESTRUTURA CONTINUA TUBO DE ACO -  DOBRADOS FORMATO EM S -  ACABAMENTO EM COURO SINTETICO -  COM BASE SKY -  MARCA TECNOFLEX.,[Cod2Aud:2587],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
CADEIRA GIRATORIA TECNOFLEX - 1-2,1290004098,1,Falso,0,CADEIRA GIRATORIA -  MECANISMO SINCRONIZADO -  REGULAGEM DE ALTURA A GAS DO ASSENTO -  BASE DE ACO COM CAPA DE NYLON PRETA -  COURO SIMILE -  MARCA TECNOFLEX.,[Cod2Aud:2590],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[7 andar],[DPU]
MONITOR LG E2041SX - 9-10,1290003944,1,Falso,0,MONITOR DE VIDEO LCD ILUMINADO POR LED -  COLORIDO -  TELA COM 20 POLEGADAS -  CONTRASTE: 5.000.000:1 DFC -  TEMPO DE RESPOSTA: 5MS -  BRILHO: 250 CD-M? -  RESOLUCAO: 1600 x 900 -  PIXEL PITCH: 0.2766MM x 0.2766MM -  ANGULO DE VISAO: H:170? - V:160? -  FREQUENCIA HORIZONTAL: 30~83 KHZ -  FREQUENCIA VERTICAL: 56~75 HZ -  TENSAO: AC 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: E2041SX -  MARCA: LG. (GARANTIA: 36 (TRINTA E SEIS) MESES ON SITE A CONTAR DE 02-01-2013).,[Cod2Aud:2539],Falso,2,18.08.2023 19:05,22.08.2023 17:36,[2 andar],[Plenario Principal]
POLTRONA FIXA GIROFLEX PRETA 57-81,1290002884,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MANUTAL EXECUCAO PENAL 2019 RAFAEL,1290004885,1,Falso,0,MANUAL DE EXECUCAO PENAL - TEORIA E PRATICA. AUTOR: RAFAEL DE SOUZA MIRANDA. 1A EDICAO -  2019. EDITORA JUSPODIVM.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
APOIO PES STALO MDF - 19-22,1290004829,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,,
UMIDIFICADOR G-LIFE - 1-7,1290003972,1,Falso,0,UMIDIFICADOR DE AR E IONIZADOR ULTRASONICO -  2L -  BIVOLT -  G-LIFE,[Cod2Aud:3315],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Expedicao]
MICROONDAS PANASONIC ST 571,1290003197,1,Falso,0,FORNO DE MICROONDAS -  CAPACIDADE: 27LITROS -  MODELO: ST 571 -  MARCA: PANASONIC,[Cod2Aud:0000 | OBS:ESTA COM A ETIQUETA ERRADA DO MICROONDAS CONSUL CMS45AB 4742],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[Mezanino],[Almoxarifado]
POLTRONA GIRATORIA MARROM OMP BRASIL - 1-2,1290004576,1,Falso,0,POLTRONA GIRATORIA ESPALDAR ALTO COM BRACOS -  ASSENTO COM INTERNO EM COMPENSADO ANATOMICO MULTIPLATINADO -  (7 L?MINAS COM 1 - 5MM CADA) MOLDADA A QUENTE -  ESPUMA INJETADA EM POLIURETANO FLEXIVEL ISENTA DE CFC -  ALTA RESILIENCIA -  ALTA RESISTENCIA A PROPAGACAO DE RASGO -  BAIXA DEFORMACAO -  DENSIDADE DE 45 A 55 KG-M? EM FORMA ANATOMICA COM ESPESSURA MEDIA DE 40MM -  PROFUNDIDADE DE 465MM E LARGURA DE 490MM. ENCOSTO COM INTERNO EM COMPENSADO ANATOMICO MULTIPLATINADO (7 L?MINAS COM 1 - 5MM CADA) -  MOLDADA A QUENTE -  ESPUMA INJETADA EM POLIURETANO FLEXIVEL ISENTA DE CFC -  ALTA RESILIENCIA -  ALTA RESISTENCIA A PROPAGACAO DE RASGO -  BAIXA DEFORMACAO -  LARGURA DE 480MM E ALTURA DE 560MM. REVESTIMENTO DO ASSENTO E DO ENCOSTO EM AMTERIAL MICROPERFURADO COMPOSTO POR POLIMEROS A BASE DE PVC COM GRAMATURA DE 700 A 780 G-M? -  ESPESSURA 0 - 90MM -  ADITIVADO CONTRA RAIOS UV E COM ADITIVOS ANTI CHAMA -  COURO ECOLOGICO -  NA COR MARROM. SUPORTE APOIA-BRACO REGULAVEL E ASSENTO COM REGULAGEM DE ALTURA. BASE COM 5 (CINCO) HASTES EM NYLON -  MARCA OMP DO BRASIL.,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[7 andar],[MPM]
MANUAL PROCESSO PENAL 2019 RENATO BRASILEIRO,1290004877,1,Falso,0,MANUAL DE PROCESSO PENAL. AUTOR: RENATO BRASILEIRO DE LIMA. VOLUME UNICO. 7A EDICAO -  2019. EDITORA JUSPODIVM.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],
MONITOR 20 POL LG FLATRON E2011 - 1-14,1290004155,1,Falso,0,MONITOR LED DE 20' -  COR PRETA -  TELA EM FORMATO WIDESCREEN -  PADRAO 16:9 COM BASE PARA COLOCACAO SOBRE UMA MESA -  REGULAGEM DE ALTURA E PERMISSAO PARA GIRO DE 90 GRAUS -  ALIMENTACAO INTERNA 110-220V -  CONEXOES D-SUB E DVI-D -  PADRAO PLUG E PLAY.,[Cod2Aud:2619],Falso,2,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Juiz Substituto]
UMIDIFICADOR G-LIFE - 5-7,1290003976,1,Falso,0,UMIDIFICADOR DE AR E IONIZADOR ULTRASONICO -  2L -  BIVOLT -  G-LIFE,[Cod2Aud:3333],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Paula]
MONITOR LG E2041SX - 2-10,1290004436,1,Falso,0,MONITOR DE VIDEO LCD ILUMINADO POR LED -  COLORIDO -  TELA COM 20 POLEGADAS -  CONTRASTE: 5.000.000:1 DFC -  TEMPO DE RESPOSTA: 5MS -  BRILHO: 250 CD-M? -  RESOLUCAO: 1600 x 900 -  PIXEL PITCH: 0.2766MM x 0.2766MM -  ?NGULO DE VISAO: H:170? - V:160? -  FREQUENCIA HORIZONTAL: 30~83 KHZ -  FREQUENCIA VERTICAL: 56~75 HZ -  TENSAO: AC 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: E2041SX -  MARCA: LG. (GARANTIA: 36 (TRINTA E SEIS) MESES ON SITE A CONTAR DE 02-01-2013).,[Cod2Aud:Antigo STM 31730 000796/16-02.02],Falso,3,18.08.2023 19:05,04.09.2025 17:55,[6 andar],[Cartorio]
CADEIRA GIRATORIA ENERGY COURO ECO - 13-14,1290003714,1,Falso,0,CADEIRA GIRATORIA -  ESPALDAR ALTO MODELO ENERGY EM COURO ECOLOGICO PRETO COM BRACO REGULAVEL (ENERGY ALTO 404I).,[Cod2Aud:3147],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Principal]
ARRANJO FOLHAGEM VASO VIDRO - 3-5,1290004835,1,Falso,0,ARRANJO DE FOLHAGEM ARTIFICIAL EM VASO DE VIDRO,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Banheiro Fem Servidor]
SUPORTE MONITOR STALO - 12-22,1290004692,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[7 andar],[Oficial de Justica]
DICIONARIO JURIDICO J.M. OTHON SIDOU,1290004891,1,Falso,0,DICIONARIO JURIDICO. AUTOR: J. M. OTHON SIDOU. ACADEMIA BRASILEIRA DE LETRAS JURIDICAS. 11A EDICAO -  2016. EDITORA FORENSE,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
CURSO DIDATICO PROC CIVIL 2019 ELPIDIO DONIZETTI,1290004884,1,Falso,0,CURSO DIDATICO DE DIREITO PROCESSUAL CIVIL. AUTOR: ELPIDIO DONIZETTI. 22A EDICAO -  2019. EDITORA ATLAS,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
MONITOR LG E2041SX - 6-10,1290003948,1,Falso,0,MONITOR DE VIDEO LCD ILUMINADO POR LED -  COLORIDO -  TELA COM 20 POLEGADAS -  CONTRASTE: 5.000.000:1 DFC -  TEMPO DE RESPOSTA: 5MS -  BRILHO: 250 CD-M? -  RESOLUCAO: 1600 x 900 -  PIXEL PITCH: 0.2766MM x 0.2766MM -  ANGULO DE VISAO: H:170? - V:160? -  FREQUENCIA HORIZONTAL: 30~83 KHZ -  FREQUENCIA VERTICAL: 56~75 HZ -  TENSAO: AC 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: E2041SX -  MARCA: LG. (GARANTIA: 36 (TRINTA E SEIS) MESES ON SITE A CONTAR DE 02-01-2013).,[Cod2Aud:3294],Falso,2,18.08.2023 19:05,27.08.2025 16:22,[7 andar],[Gabinete dos Ministros]
SOFA 01 LUGAR TUBO CROMADO - 2-4,1290004804,1,Falso,0,SOFA DE 01 LUGAR COM ALMOFADAS REMOVIVEIS E BRACOS FECHADOS -  DIMENSOES: 940 X 720 X 680MM (CXPXA) -  ESTRUTURA EM TUBO REDONDO CROMADO E A PARTE INFERIOR DO ASSENTO COM ACABAMENTO CROMADO EM ACO NAS BORDAS -  REVESTIMENTO INTEGRAL EM COURO ECOLOGICO SIMILICOURO,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[7 andar],[Sala de Reuniao]
MONITOR HP W17E - 8 -12,1290004203,1,Falso,0,MONITOR DE VIDEO LCD -  COLORIDO -  TELA COM 17 POLEGADAS -  ?NGULO DE MOVIMENTACAO DO VISOR: -5? A 20? DE INCLINACAO VERTICAL -  TECNOLOGIA DO VISOR: MATRIZ ATIVA TFT -  CONTRAST RATIO: 500:1 -  DOT PITCH 0 - 25MM -  TEMPO DE RESPOSTAS: 8MS -  ?NGULO DE VISUALIZACAO DO VISOR: 140? NA HORIZONTAL E 130? NA VERTICAL -  LUMINOSIDADE DO VISOR: 250 NITS -  RESOLUCAO PREDEFINIDA: 1440 x 900 A 60Hz -  RESOLUCAO PREDEFINIDA ALTA: 1440 x 900 A 75Hz -  RESOLUCAO DIRECIONADA ALTA: 1440 x 900 A 75Hz -  PLUG & PLAY: VESA DDC2B -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.5A -  MODELO: w17E -  MARCA: HP. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 06-01-2010).,[Cod2Aud:2625],Falso,1,18.08.2023 19:05,22.08.2023 17:42,[Mezanino],[Deposito]
REFRIGERADOR CONSUL CRB39AB,1290004959,1,Falso,0,REFRIGERADOR FROST FREE 1 PORTA 342 LITROS BRANCO 110V CONSUL CRB39AB,,Falso,2,18.08.2023 19:05,26.08.2025 17:32,[7 andar],[Sala de Reuniao]
SOFA 02 LUGARES TUBO CROMADO,1290004807,1,Falso,0,SOFA DE 02 LUGARES COM ALMOFADAS REMOVIVEIS E BRACOS FECHADOS -  DIMENSOES: 1540 X 720 X 680 MM(CXPXA) -  ESTRUTURA EM TUBO REDONDO CROMADO E A PARTE INFERIOR DO ASSENTO COM ACABAMENTO CROMADO EM ACO NAS BORDAS -  REVESTIMENTO INTEGRAL EM COURO ECOLOGICO SIMILICOURO -  PES COM SAPATAS NIVELADORAS DE PISO,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[7 andar],[Sala de Reuniao]
TRIPE DE MESA KINGJOY KT-30S,1290005047,1,Falso,0,TRIPE DE MESA KINGJOY KT-30S COM CABECA MINI BALL HEAD 1-4'' CAPACIDADE DE ATE 3KG.,,Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
