Nome,Código QR / Valor do Código de Barras,Quantidade,O Aviso Crítico de Nível de Quantidade Está Ativado?,Nível de Quantidade Crítica,Descrição,Campo Adicional,É Favorito?,Contagem de Uso,Criar Data,Data de Actualização,Grupos Relacionados,Tags Relacionadas
PALMEIRA ARTIFICIAL COLINA,1290004843,1,Falso,0,PALMEIRA ARTIFICIAL COLINA,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
APOIO PES STALO MDF - 16-22,1290004826,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,,
GAVETEIRO 2 GAVETAS 1 PASTA SUSPENSA ARTLINE 16/21,1290003048,1,Falso,0,GAVETEIRO MESA COM RODIZIOS COM 2 GAVETAS E 1 GAVETA DE PASTA SUSPENSA -  EM LAMINADO MELAMINICO BAIXA PRESSAO -  PARTE INTERNA DAS GAVETAS EM ACO -  MEDINDO: 420X600X740MM -  COR MADEIRA -  MARCA: ARTLINE.,[Cod2Aud:3277],Falso,4,18.08.2023 19:06,28.08.2025 18:24,[6 andar],[Cartorio]
TELEFONE AVAYA - 4-21,1290003853,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:3258],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
ARMARIO FECHADO - 8-8,1290003458,1,Falso,0,ARMARIO FECHADO -  TAMPO EM AGLOMERADO EM LAMINADO MELAMINICO COM 02 PRATELEIRAS INTERNAS -  FECHADURA COM DISPOSITIVO CREMONA ZAMAK -  MEDINDO: 800X490X2140MM,[Cod2Aud:3232],Falso,1,18.08.2023 19:07,04.09.2025 19:14,[6 andar],[Cartorio]
MESA DELTA TAMPO UNICO 4 -16,1290003011,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:2560],Falso,1,18.08.2023 19:06,04.09.2025 17:39,[6 andar],[Cartorio]
SSD Lexar NM620 256GB M.2 10/19,1010053071,0,Falso,0,Acoplado no MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 11 -17,[Acoplamento: | Acoplamento:1290004616],Falso,0,26.08.2025 16:40,26.08.2025 16:40,,
MONITOR HP 22MP55Y-B - 11 -17,1290004633,1,Falso,0,MONITOR DE VIDEO LCD FULL HD -  TELA DE 21 - 5 POLEGADAS -  DIAGONAL: 54 - 6CM -  ASPECTO DA TELA: 16:9 -  TEMPO DE RESPOSTAS: 8 MS -  RESOLUCAO: 1920 x 1080 (FULL HD) -  BRILHO: 250 CD-M? -  CONTRASTES: 1.000:1 (ESTATICO) E 5.000.000:1 (DIN?MICO) -  ?NGULOS DE VISAO (HxV): 178?x178? -  NUMERO DE CORES: 16 - 7 MILHOES -  CONECTORES: 1 (UM) DVI-D -  1 (UM) DISPLAY PORT -  1 (UM) AC -  1 (UM) VGA (D-SUB) -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: 22MP55Y-B (V225hz) -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
MANUAL DE DIREITO PROCESSUAL MILITAR COMENTADO - CICERO NEVES,1290004122,1,Falso,0,MANUAL DE DIREITO PROCESSUAL PENAL MILITAR EM TEMPO DE PAZ -  AUTOR: NEVES -  2? EDICAO -  SARJUR.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
SUPORTE MONITOR STALO - 15-22,1290004695,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
CADEIRA FIXA ACTIVE COURO ECO - 2-6,1290003754,1,Falso,0,CADEIRA FIXA -  ESPALDAR MEDIO INTERLOCUTORA -  MODELO ACTIVE EM COURO ECOLOGICO -  COR PRETO.,[Cod2Aud:3164],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Sala Conselho Principal]
ARMARIO LAVANDERIA,1290004680,1,Falso,0,ARMARIO MULTIUSO PARA LAVANDERIA -  MEDINDO 1792MM x 490MM x 90MM -  PESO 34 - 65KG.,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Hall 6 andar]
TELEFONE AVAYA - 19-21,1290003870,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:2559],Falso,1,18.08.2023 19:05,04.09.2025 18:36,[6 andar],[Cartorio]
DIREITO CONSTITUCIONAL ALEXANDRE DE MORAES 2017,1290004454,1,Falso,0,DIREITO CONSTITUCIONAL -  ANO 2017 -  33A EDICAO -  AUTOR: ALEXANDRE DEMORAES -  EDITORA ATLAS JURIDICO - GRUPO GEN.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
GAVETEIRO 2 GAVETAS 1 PASTA SUSPENSA ARTLINE 18/21,1290003303,1,Falso,0,GAVETEIRO MESA (COM RODIZIOS) -  02 GAVETAS E 01 GAVETA DE PASTAS SUSPENSA -  EM LAMINADO MELAMINICO BAIXA PRESSAO (PB) -  PARTE INTERNA DAS GAVETAS EM ACO -  MEDINDO: L 420MM -  P 600MM -  H 740MM -  MARCA: ARTINE.,[Cod2Aud:3009],Falso,1,18.08.2023 19:06,27.08.2025 16:16,[7 andar],[Oficial de Justica]
ARQUIVO DESLIZANTE,1290003113,1,Falso,0,CONJUNTO DE ARQUIVOS DESLIZANTES -  COMPOSTOS POR: 01 MODULO DESLIZANTE SIMPLES -  03 MODULOS DESLIZANTES DUPLOS -  01 MODULO FIXO SIMPLES -  01 TRAVA MECANICA -  21 - 5 METROS DE TRILHOS DIRETOS NO PISO E 200 PRATELEIRAS COM REFORCO ESTAMPADO,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[1 andar],[Arquivo]
FRITADEIRA AIR FRYER  5 LITROS INOX/PRETO BFR40PI,1290005559,0,Falso,0,FRITADEIRA AIR FRYER  5 LITROS ANTIADERENTE INOX/RPRETO BFR40PI. PROCESSO SEI 000085/24-02.002,,Falso,0,09.12.2024 17:19,09.12.2024 17:19,[6 andar],[Copa]
NO BREAK BMI POWER LINE II ANO 2017 (5-7),1290004552,1,Falso,0,NOBREAK 1400VA -  BIVOLT -  MARCA BMI -  MODELO POWER LINE II -  SAIDA 115V. TECNOLOGIA DSP -  TRUE RMS -  CONEXAO USB.,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
CADEIRA GIRATORIA ENERGY COURO ECO - 14-14,1290003715,1,Falso,0,CADEIRA GIRATORIA -  ESPALDAR ALTO MODELO ENERGY EM COURO ECOLOGICO PRETO COM BRACO REGULAVEL (ENERGY ALTO 404I).,[Cod2Aud:3136],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Sala Conselho Principal]
CURSO CPC 2019 VOL 4 DIDIER,1290004881,1,Falso,0,CURSO DE DIREITO PROCESSUAL CIVIL. AUTOR: FREDIE DIDIER JR.. VOLUME 4. 13A EDICAO -  2019. EDITORA JUSPODIVM.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
CPM - CPPM - CF - RICARDO VERGUEIRO - 3-10,1290004371,1,Falso,0,CODIGO PENAL MILITAR -  CODIGO DE PROCESSO PENAL MILITAR -  CONSTITUICAO FEDERAL -  2015 -  13? EDICAO.,[Cod2Aud:2650],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
CPM - CPPM - CF - RICARDO VERGUEIRO - 6-10,1290004374,1,Falso,0,CODIGO PENAL MILITAR -  CODIGO DE PROCESSO PENAL MILITAR -  CONSTITUICAO FEDERAL -  2015 -  13? EDICAO.,[Cod2Aud:2663],Falso,1,18.08.2023 19:06,27.08.2025 17:50,[7 andar],[Administracao]
FLIPSHARTER,1290004284,1,Falso,0,FLIPSHARTER COM QUADRO MAGNETICO E RODAS.,[Cod2Aud:2702],Falso,1,18.08.2023 19:06,27.08.2025 17:48,[7 andar],[Administracao]
SSD Lexar NM620 256GB M.2 7/19,1010053058,0,Falso,0,Acoplado no MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 5 -17,[Acoplamento: | Acoplamento:1290004610],Falso,0,26.08.2025 16:37,26.08.2025 16:37,,
MICROFONE TSI MMF 303 -3-10,1290003406,1,Falso,0,MICROFONE TSI MMF 303,[Cod2Aud:3173],Falso,2,18.08.2023 19:06,10.12.2024 16:00,[2 andar],[Sala Conselho Principal]
MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 16 -17,1290004621,1,Falso,0,MICROCOMPUTADOR COM TECLADO E MOUSE -  GABINETE TIPO DESKTOP MINI BUSINESS -  PLACA DE VIDEO INTEL HD GRAPHICS 630 INTEGRADA -  PROCESSADOR INTEL CORE I5-7500T -  CACHE DE 6MB -  MEMORIA DDR4 (3 - 3 GHZ) -  HD: SSDD 500GB SATA 6 - 0Gb-s -  5400 RPM -  8GB HIBRIDO -  CHIPSET INTEL Q270 -  SISTEMA OPERACIONAL WINDOWS 10 PrO -  INTERFACES: TRASEISA: 4 USB -  2 HDMI -  1 VGA -  1 RJ-45 E 1 ETHERNET -  FRONTAL: 1 MICRO USB -  2 USB -  1 FONE DE OUVIDO E 1 HEADSET -  TECLADO USB PADRAO ABNT2 -  MOUSE USB OPTICO -  INPUT-ENTRADA: 19.5VdC -  CORRENTE: 3.33A -  MODELO: ElItEDEsk 800 G3 MInI 35W -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
POLTRONA FIXA GIROFLEX PRETA 41-81,1290002868,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
POLTRONA FIXA GIROFLEX PRETA 65-81,1290002892,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
FRAGMENTADORA TILIBRA - 6-6,1290004573,1,Falso,0,FRAGMENTADORA DE PAPEL -  CORTE EM PARTICULAS DE 4 - 8 X 38 - 1 MM -  100 FOLHAS COM CAPACIDADE DE CESTO DE 26 LITROS -  MODELO SWINGLINE -  MARCA TILIBRA.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Juiz Substituto]
POLTRONA FIXA GIROFLEX PRETA 30-81,1290002857,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  EM TUBO DE ACO -  BASE PREPARADA PRA SER FIXADA NO PISO -  PANEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
CURSO CPC 2019 VOL 3 DIDIER,1290004880,1,Falso,0,CURSO DE DIREITO PROCESSUAL CIVIL. AUTOR: FREDIE DIDIER JR.. VOLUME 3. 16A EDICAO -  2019. EDITORA JUSPODIVM.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
DISTRIBUITOR SPLITER SONYTEL,1290004072,1,Falso,0,DISTRIBUIDOR DE VGA-SVGA (1-8) - VSS800 (MULTIPLICADOR DE VIDEO) - MARCA SONYTEL -  CODIGO DO PRODUTO VSS800.,[Cod2Aud:2501],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[1 andar],[Informatica]
SCANNER EPSON GT-S50 - 1-2,1290003954,1,Falso,0,SCANNER COLORIDO -  MARCA: EPSON -  MODELO: GT- S50.,[Cod2Aud:3259],Falso,3,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Paulo]
CADEIRA ESTRUTURA TUBO ACO - 2-2,1290004282,1,Falso,0,CADEIRA COM ESTRUTURA EM TUBO DE ACO COM ACABAMENTO EM PINTURA EPOXI-PO E ASSENTO EM COMPENSADO COM ESPUMA D14 E REVESTIMENTO SINTETICO EM PVC -  COM SAPATAS PLASTICAS -  MADEIRA NA COR BRANCA -  MARCA: OTIMIZA.,[Cod2Aud:2680],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Juiz Titular]
SUPORTE MONITOR STALO - 6-22,1290004686,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Johnson]
SUPORTE MONITOR STALO - 4-22,1290004684,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Paulo]
MESA DELTA TAMPO UNICO 12 -16,1290003019,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:3248],Falso,1,18.08.2023 19:06,04.09.2025 17:36,[6 andar],[Cartorio]
ARRANJO ORQUIDEA PINK - 10 -10,1290004785,1,Falso,0,ARRANJO DE ORQUIDEA EM SILICONE COR PINK,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Juiz Titular]
MANDADO DE SEGURANCA 2016 HELY LOPES MEIRELLES,1290004888,1,Falso,0,MANDADO DE SEGURANCA E ACOES CONSTITUCIONAIS. AUTOR: HELY LOPES MEIRELLES. 37A EDICAO -  2016. EDITORA MALHEIROS,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
NO BREAK BMI POWER LINE II ANO 2017 (6-7),1290004558,1,Falso,0,NOBREAK 1400VA -  BIVOLT -  MARCA BMI -  MODELO POWER LINE II -  SAIDA 115V. TECNOLOGIA DSP -  TRUE RMS -  CONEXAO USB.,[Cod2Aud:0000 | Obs:001430 -17-02.00],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[1 andar],[Informatica]
SCANNER EPSON GT-S50 - 2-2,1290003955,1,Falso,0,SCANNER COLORIDO -  MARCA: EPSON -  MODELO: GT- S50.,[Cod2Aud:3224],Falso,2,18.08.2023 19:05,04.09.2025 19:18,[6 andar],[Johnson]
RACK PARA PROJETOR SIMPLES,1290004955,1,Falso,0,Mesa para Café - RACK PARA PROJETOR SIMPLES MEDINDO 92CM X 62CM X 80CM (AXLXP) EM MADEIRA MDF PORTA DIANTEIRA EM VIDRO CRISTAL E COM CHAVE 01 PRATELEIRA INTERNA EM MDF DUTOS DE PASSAGENS DE CABOS NA PARTE TRASEIRA,,Falso,1,18.08.2023 19:05,28.08.2025 16:48,[6 andar],[Hall 6 andar]
LEITOR BEMATECH - 5-5,1290004407,1,Falso,0,LEITOR DE CODIGO DE BARRAS -  PORTATIL -  TECNOLOGIA: LINEAR CCD 2500 PIXEL -  FONTE DE LUZ: LED VERMELHO 625NM -  VELOCIDADE DE LEITURA: 150 LEITURAS POR SEGUNDO -  PROFUNDIDADE DO CAMPO (DIST?NCIA DE LEITURA): 0 A 90MM -  RESOLUCAO: 3 MIL -  CONTRASTE DE IMPRESSAO: 25% @ UPC-EAN 100% -  INDICADORES SONOROS: SINAL SONORO COM AJUSTE DE VOLUME E TEMPO -  INDICADORES DE LED: AZUL E VERMELHO -  INTERFACES: USB -  MODELO: BR-400 -  MARCA: bEmAtECh. (GARANTIA: 12 (DOZE) MESES A CONTAR DE 28-03-2016).,[Cod2Aud:2675],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T (5 -14),1290005121,1,Falso,0,DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T WINDOWS 10 PRO SINGLE LANGUAGE 8 GB 1 DE 8 GB DDR4 MEMORIA SEM ECC BCC SSD DE 256GB PCIE NVME M.2 CLASSE 35 COM MOUSE OPTICO DELL MS 116 TECLADO ALFANUMERICO DE 107 TECLAS PADRAO PTBR E ADAPTADOR DISPLAY PORT PARA DVI,,Falso,1,18.08.2023 19:06,04.09.2025 18:06,[6 andar],[Cartorio]
ARRANJO ORQUIDEA PINK -5-10,1290004780,1,Falso,0,ARRANJO DE ORQUIDEA EM SILICONE COR PINK,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[7 andar],[Administracao]
POLTRONA FIXA GIROFLEX PRETA 35-81,1290002862,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  COM ACABAMENTO EM MELAMINA ALTA PRESSAO -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
APOIO PES STALO MDF - 3-22,1290004813,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Emanuel]
SUPORTE MONITOR STALO - 14-22,1290004694,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],
SSD Lexar NM620 256GB M.2 9/19,1010053061,0,Falso,0,Acoplado no MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 6 -17,[Acoplamento: | Acoplamento:1290004611],Falso,0,26.08.2025 16:39,26.08.2025 16:39,,
CADEIRA GIRATORIA ENERGY COURO ECO - 4-14,1290003705,1,Falso,0,CADEIRA GIRATORIA -  ESPALDAR ALTO MODELO ENERGY EM COURO ECOLOGICO PRETO COM BRACO REGULAVEL (ENERGY ALTO 404I).,[Cod2Aud:3154],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Principal]
TELEFONE AVAYA - 2-21,1290003851,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 16-02-2012).,[Cod2Aud:3298],Falso,1,18.08.2023 19:05,04.09.2025 18:20,[6 andar],[Cartorio]
NO BREAK BMI POWER LINE II ANO 2017 (2-7),1290004549,1,Falso,0,NOBREAK 1400VA -  BIVOLT -  MARCA BMI -  MODELO POWER LINE II -  SAIDA 115V. TECNOLOGIA DSP -  TRUE RMS -  CONEXAO USB.,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MONITOR 20 POL LG FLATRON E2011 - 10-11,1290004224,1,Falso,0,MONITOR DE LED DE 20' -  COR PRETA -  TELA FORMATO WIDESCREEN PADRAO 16:9 COM BASE PARA COLOCACAO SOBRE UMA MESA -  REGULAGEM DE ALTURA E PERMISSAO PARA GIRO DE 90 GRAUS -  ALIMENTACAO INTERNA 110-220V -  CONEXOES D-SUB E DVI-D PADRAO PLUG & PLAY.,[Cod2Aud:2646 | Obs:000215 -15-02.00],Falso,2,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Claudia]
MANUAL DE DIREITO PENAL PARTE ESPECIAL 2017 ROGERIO SANCHES CUNHA,1290004453,1,Falso,0,MANUAL DE DIREITO PENAL - PARTE GERAL - VOLUME UNICO -  ANO 2017 -  5AEDICAO -  AUTOR: ROGERIO SANCHES CUNHA -  EDITORA JUSPODIVM.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
POLTRONA FIXA GIROFLEX PRETA 16-81,1290002843,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
POLTRONA FIXA GIROFLEX PRETA 81-81,1290002964,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  COM ACABAMENTO EM MELAMINA ALTA PRESSAO -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
ARMARIO FECHADO NORDESTILU'S - 3-7,1290003349,1,Falso,0,ARMARIO FECHADO -  TAMPO EM AGLOMERADO 25MM -  EM LAMINADO MELAMINICO COM TRES PRATELEIRAS INTERNA -  FECHADURA COM DISPOSITIVO CREMONA ZAMAK COM ROTACAO DE ABERTURA DE 180? -  MEDINDO: 800 X 490 X 1610MM -  MARCA: NORDESTILU'S.,[Cod2Aud:3003],Falso,2,18.08.2023 19:07,27.08.2025 16:18,[7 andar],[Oficial de Justica]
CURSO DE DIREITO CONSTITUCIONA 2019 INGO WOLFGANG SARLET,1290004890,1,Falso,0,CURSO DE DIREITO CONSTITUCIONAL. AUTOR: INGO WOLFGANG SARLET. 8A EDICAO -  2019. EDITORA SARJUR,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
CPM - CPPM - CF - RICARDO VERGUEIRO - 2-10,1290004370,1,Falso,0,CODIGO PENAL MILITAR -  CODIGO DE PROCESSO PENAL MILITAR -  CONSTITUICAO FEDERAL -  2015 -  13? EDICAO.,[Cod2Aud:2649],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
POLTRONA FIXA GIROFLEX PRETA 18-81,1290002845,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MONITOR HP W17E - 9 -12,1290004204,1,Falso,0,MONITOR DE VIDEO LCD -  COLORIDO -  TELA COM 17 POLEGADAS -  ?NGULO DE MOVIMENTACAO DO VISOR: -5? A 20? DE INCLINACAO VERTICAL -  TECNOLOGIA DO VISOR: MATRIZ ATIVA TFT -  CONTRAST RATIO: 500:1 -  DOT PITCH 0 - 25MM -  TEMPO DE RESPOSTAS: 8MS -  ?NGULO DE VISUALIZACAO DO VISOR: 140? NA HORIZONTAL E 130? NA VERTICAL -  LUMINOSIDADE DO VISOR: 250 NITS -  RESOLUCAO PREDEFINIDA: 1440 x 900 A 60Hz -  RESOLUCAO PREDEFINIDA ALTA: 1440 x 900 A 75Hz -  RESOLUCAO DIRECIONADA ALTA: 1440 x 900 A 75Hz -  PLUG & PLAY: VESA DDC2B -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.5A -  MODELO: w17E -  MARCA: HP. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 06-01-2010).,[Cod2Aud:2626],Falso,1,18.08.2023 19:05,22.08.2023 17:42,[Mezanino],[Deposito]
ARRANJO FOLHAGEM VASO VIDRO - 1-5,1290004833,1,Falso,0,ARRANJO DE FOLHAGEM ARTIFICIAL EM VASO DE VIDRO,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[6 andar],
